material_id,material,normalizado,categoria,unidad_bom,cantidad_bom,proveedor,producto,marca,unidad_comercial,contenido_comercial,cantidad_comercial_a_comprar,precio_comercial,precio_equiv,subtotal_real,sobrante,tipo_coincidencia,url,disponibilidad,fecha_consulta,metodo_extraccion,confianza,score_total,recomendado,observaciones
M001,Cable TW THW 16 mm2 (alimentador trifasico),cable electrico thw 16 mm2 cobre,cables,m,40.0,Maestro,Cable THW 12 AWG Rojo R10,,m,1.0,40.0,32.9,32.9,1316.0,0.0,exacta,https://www.falabella.com.pe/falabella-pe/search?Ntt=cable+electrico+thw+16+mm2+cobre,no especificada,2026-06-08T16:50:28-05:00,cache,0.65,0.2949,False,Extraido con selectores HTML; seccion no visible; seccion no visible
M001,Cable TW THW 16 mm2 (alimentador trifasico),cable electrico thw 16 mm2 cobre,cables,m,40.0,Mercado Libre,,,,1.0,,,,,0.0,comercial_convertida,https://listado.mercadolibre.com.pe/cable-electrico-thw-16-mm2-cobre,no extraido,2026-06-08T16:50:30-05:00,cache,0.05,0.093,False,Mercado Libre mostro verificacion de trafico; se conserva el enlace de busqueda y no se intento omitir el bloqueo.; seccion no visible; seccion no visible
M002,Tubo PVC SAP 40 mm (alimentador),tubo pvc sap electrico 40 mm,ductos/tuberias,m,13.0,Promart,Caja Toma Blanca 40 mm Schneider Electric,Schneider Electric,m,1.0,13.0,5.9,5.9,76.7,0.0,similar_pendiente_revision,https://www.promart.pe/caja-toma-blanca-40-mm/p,disponible (791),2026-06-08T16:50:30-05:00,cache,0.88,0.4879,False,Extraido de endpoint publico VTEX de Promart; diametro coincide; categoria dudosa: cajas electricas; diametro coincide; categoria dudosa: cajas electricas
M002,Tubo PVC SAP 40 mm (alimentador),tubo pvc sap electrico 40 mm,ductos/tuberias,m,13.0,Sodimac,"Tubo SAP PVC 1/2"" Eléctrico Plástica",PLASTICA,tubo,3.0,5.0,6.9,2.3000000000000003,34.5,2.0,comercial_convertida,https://www.falabella.com.pe/falabella-pe/product/115050362/Tubo-SAP-PVC-1-2-Electrico-Plastica,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:50:35-05:00,cache,0.7,0.7119,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; diametro no visible; diametro no visible
M002,Tubo PVC SAP 40 mm (alimentador),tubo pvc sap electrico 40 mm,ductos/tuberias,m,13.0,Sodimac,"Tubo SAP PVC 3/4"" Eléctrico Plástica",PLASTICA,tubo,3.0,5.0,11.5,3.8333333333333335,57.5,2.0,comercial_convertida,https://www.falabella.com.pe/falabella-pe/product/114765488/Tubo-SAP-PVC-3-4-Electrico-Plastica,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:50:35-05:00,cache,0.7,0.5156,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; diametro no visible; diametro no visible
M002,Tubo PVC SAP 40 mm (alimentador),tubo pvc sap electrico 40 mm,ductos/tuberias,m,13.0,Sodimac,"Tubo SAP PVC 1"" Eléctrico",PLASTICA,tubo,3.0,5.0,17.51,5.836666666666667,87.55000000000001,2.0,comercial_convertida,https://www.falabella.com.pe/falabella-pe/product/113527353/Tubo-SAP-PVC-1-Electrico,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:50:35-05:00,cache,0.7,0.4114,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; diametro no visible; diametro no visible
M002,Tubo PVC SAP 40 mm (alimentador),tubo pvc sap electrico 40 mm,ductos/tuberias,m,13.0,Sodimac,"Tubo SAP PVC 1/2"" Eléctrico",PAVCO,,1.0,,,,,0.0,comercial_convertida,https://www.falabella.com.pe/falabella-pe/product/113540424/Tubo-SAP-PVC-1-2-Electrico-Pavco,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:50:35-05:00,cache,0.45,0.2154,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; diametro no visible; diametro no visible
M002,Tubo PVC SAP 40 mm (alimentador),tubo pvc sap electrico 40 mm,ductos/tuberias,m,13.0,Sodimac,"Tubo SAP PVC 1/2"" Eléctrico",TIGRE,tubo,3.0,5.0,8.55,2.85,42.75,2.0,comercial_convertida,https://www.falabella.com.pe/falabella-pe/product/113534017/Tubo-SAP-PVC-1-2-Electrico,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:50:35-05:00,cache,0.7,0.6189,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; diametro no visible; diametro no visible
M002,Tubo PVC SAP 40 mm (alimentador),tubo pvc sap electrico 40 mm,ductos/tuberias,m,13.0,Maestro,"Tubo SAP PVC 1/2"" Eléctrico Plástica",,tubo,3.0,5.0,6.9,2.3000000000000003,34.5,2.0,comercial_convertida,https://www.falabella.com.pe/falabella-pe/search?Ntt=tubo+pvc+sap+electrico+40+mm,no especificada,2026-06-08T16:50:44-05:00,cache,0.65,0.7105,False,Extraido con selectores HTML; diametro no visible; diametro no visible
M002,Tubo PVC SAP 40 mm (alimentador),tubo pvc sap electrico 40 mm,ductos/tuberias,m,13.0,Maestro,"Tubo SAP PVC 3/4"" Eléctrico Plástica",,tubo,3.0,5.0,11.5,3.8333333333333335,57.5,2.0,comercial_convertida,https://www.falabella.com.pe/falabella-pe/search?Ntt=tubo+pvc+sap+electrico+40+mm,no especificada,2026-06-08T16:50:44-05:00,cache,0.65,0.5147,False,Extraido con selectores HTML; diametro no visible; diametro no visible
M002,Tubo PVC SAP 40 mm (alimentador),tubo pvc sap electrico 40 mm,ductos/tuberias,m,13.0,Maestro,"Tubo SAP PVC 1"" Eléctrico",,tubo,3.0,5.0,17.51,5.836666666666667,87.55000000000001,2.0,comercial_convertida,https://www.falabella.com.pe/falabella-pe/search?Ntt=tubo+pvc+sap+electrico+40+mm,no especificada,2026-06-08T16:50:45-05:00,cache,0.65,0.4114,False,Extraido con selectores HTML; diametro no visible; diametro no visible
M002,Tubo PVC SAP 40 mm (alimentador),tubo pvc sap electrico 40 mm,ductos/tuberias,m,13.0,Maestro,"Tubo SAP PVC 1/2"" Eléctrico",,tubo,3.0,5.0,9.0,3.0,45.0,2.0,comercial_convertida,https://www.falabella.com.pe/falabella-pe/search?Ntt=tubo+pvc+sap+electrico+40+mm,no especificada,2026-06-08T16:50:45-05:00,cache,0.65,0.5951,False,Extraido con selectores HTML; diametro no visible; diametro no visible
M002,Tubo PVC SAP 40 mm (alimentador),tubo pvc sap electrico 40 mm,ductos/tuberias,m,13.0,Maestro,"Tubo SAP PVC 3/4"" Eléctrico",,tubo,3.0,5.0,12.6,4.2,63.0,2.0,comercial_convertida,https://www.falabella.com.pe/falabella-pe/search?Ntt=tubo+pvc+sap+electrico+40+mm,no especificada,2026-06-08T16:50:45-05:00,cache,0.65,0.4904,False,Extraido con selectores HTML; diametro no visible; diametro no visible
M002,Tubo PVC SAP 40 mm (alimentador),tubo pvc sap electrico 40 mm,ductos/tuberias,m,13.0,Mercado Libre,,,,1.0,,,,,0.0,comercial_convertida,https://listado.mercadolibre.com.pe/tubo-pvc-sap-electrico-40-mm,no extraido,2026-06-08T16:50:49-05:00,cache,0.05,0.093,False,Mercado Libre mostro verificacion de trafico; se conserva el enlace de busqueda y no se intento omitir el bloqueo.; diametro no visible; diametro no visible
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Promart,Tablero Empotrable de PVC 12 Polos con Tapa TKL,Tkl,unidad,1.0,1.0,40.9,40.9,40.9,0.0,similar_pendiente_revision,https://www.promart.pe/tablero-empotrable-pvc-de-12-polos-con-tapa/p,disponible (52),2026-06-08T16:50:49-05:00,cache,0.88,0.3211,False,Extraido de endpoint publico VTEX de Promart; amperaje no visible; polos no visible; categoria dudosa: tableros electricos; amperaje no visible; polos no visible; categoria dudosa: tableros electricos
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Promart,Interruptor Termomagnético 2x32A 220V-10KA Bticino,Bticino,unidad,1.0,1.0,42.9,42.9,42.9,0.0,similar_pendiente_revision,https://www.promart.pe/interruptor-termomagnetico-2x32-a-220v-10ka-btdin-17198/p,disponible (948),2026-06-08T16:50:49-05:00,cache,0.88,0.3864,False,Extraido de endpoint publico VTEX de Promart; amperaje no visible; polos no visible; amperaje no visible; polos no visible
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Promart,Tablero Adosable Volt 2 Polos con Puerta de Poliestireno y Policarbonato Transparente,Volt,unidad,1.0,1.0,9.9,9.9,9.9,0.0,similar_pendiente_revision,https://www.promart.pe/tablero-2-polos-adosable-c-puerta/p,disponible (299),2026-06-08T16:50:49-05:00,cache,0.88,0.3436,False,Extraido de endpoint publico VTEX de Promart; amperaje no visible; polos coincide; categoria dudosa: tableros electricos; precio fuera de rango referencial; amperaje no visible; polos coincide; categoria dudosa: tableros electricos; precio fuera de rango referencial
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Promart,Interruptor Termomagnético Trifásico 63A Sica Tecnología Alemana,Sica,unidad,1.0,1.0,69.9,69.9,69.9,0.0,similar_pendiente_revision,https://www.promart.pe/interruptor-t-riel-3x63a/p,disponible (9),2026-06-08T16:50:49-05:00,cache,0.88,0.42,False,Extraido de endpoint publico VTEX de Promart; amperaje coincide; polos no visible; amperaje coincide; polos no visible
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Promart,Interruptor Termomagnético Sica 32A + Tablero 2 Polos Blanco,Sica,unidad,1.0,1.0,37.9,37.9,37.9,0.0,similar_pendiente_revision,https://www.promart.pe/interruptor-termomagnetico-sica-32a-tablero-2-polos/p,disponible (54),2026-06-08T16:50:49-05:00,cache,0.88,0.486,False,Extraido de endpoint publico VTEX de Promart; amperaje difiere; polos coincide; amperaje difiere; polos coincide
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Sodimac,Interruptor Termomagnético 2x63A,HALUX,unidad,1.0,1.0,21.9,21.9,21.9,0.0,similar_pendiente_revision,https://www.falabella.com.pe/falabella-pe/product/113530791/interruptor-termomagnetico-2x63a,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:50:53-05:00,cache,0.7,0.4745,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; amperaje no visible; polos no visible; amperaje no visible; polos no visible
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Sodimac,Interruptor Termomagnético 2x63A,BTICINO,unidad,1.0,1.0,93.9,93.9,93.9,0.0,similar_pendiente_revision,https://www.falabella.com.pe/falabella-pe/product/113523274/Interruptor-Termomagnetico-2x63A-Bticino,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:50:53-05:00,cache,0.7,0.2986,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; amperaje no visible; polos no visible; amperaje no visible; polos no visible
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Sodimac,Interruptor Termomagnético 2x63A,SICA,unidad,1.0,1.0,37.9,37.9,37.9,0.0,similar_pendiente_revision,https://www.falabella.com.pe/falabella-pe/product/113520260/interruptor-termomagnetico-2x63a-sica,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:50:53-05:00,cache,0.7,0.384,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; amperaje no visible; polos no visible; amperaje no visible; polos no visible
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Sodimac,Interruptor Termomagnético 2x63A GE,GENERAL ELECTRIC,unidad,1.0,1.0,75.9,75.9,75.9,0.0,similar_pendiente_revision,https://www.falabella.com.pe/falabella-pe/product/113518014/interruptor-termomagnetico-2x63a-ge,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:50:53-05:00,cache,0.7,0.2982,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; amperaje no visible; polos no visible; amperaje no visible; polos no visible
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Sodimac,Interruptor Termomagnético 2x63 A,SASSIN,unidad,1.0,1.0,19.9,19.9,19.9,0.0,similar_pendiente_revision,https://www.falabella.com.pe/falabella-pe/product/131540646/Interruptor-Termomagnetico-2x63-A-SASSIN,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:50:53-05:00,cache,0.7,0.4981,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; amperaje no visible; polos no visible; amperaje no visible; polos no visible
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Maestro,INTERRUPTOR TERMOMAGNETICO 2 POLO 63 AMPERIOS 240VAC,,unidad,1.0,1.0,87.45,87.45,87.45,0.0,similar_pendiente_revision,https://www.falabella.com.pe/falabella-pe/search?Ntt=interruptor+termomagnetico+2+polos+63A,no especificada,2026-06-08T16:51:05-05:00,cache,0.65,0.3061,False,Extraido con selectores HTML; amperaje no visible; polos coincide; amperaje no visible; polos coincide
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Maestro,Interruptor Termomagnético 2x63A,,unidad,1.0,1.0,21.9,21.9,21.9,0.0,similar_pendiente_revision,https://www.falabella.com.pe/falabella-pe/search?Ntt=interruptor+termomagnetico+2+polos+63A,no especificada,2026-06-08T16:51:05-05:00,cache,0.65,0.4771,False,Extraido con selectores HTML; amperaje no visible; polos no visible; amperaje no visible; polos no visible
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Maestro,INTERRUPTOR TERMOMAGNETICO 2P 63A 6KA 400V,,unidad,1.0,1.0,29.9,29.9,29.9,0.0,exacta,https://www.falabella.com.pe/falabella-pe/search?Ntt=interruptor+termomagnetico+2+polos+63A,no especificada,2026-06-08T16:51:05-05:00,cache,0.65,0.5006,True,Extraido con selectores HTML; amperaje coincide; polos coincide; amperaje coincide; polos coincide
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Maestro,INTERRUPTOR TERMOMAGNETICO 2P 63A 10KA 230V Easy9 Schneider,Schneider,unidad,1.0,1.0,81.99,81.99,81.99,0.0,exacta,https://www.falabella.com.pe/falabella-pe/search?Ntt=interruptor+termomagnetico+2+polos+63A,no especificada,2026-06-08T16:51:05-05:00,cache,0.65,0.4017,False,Extraido con selectores HTML; amperaje coincide; polos coincide; amperaje coincide; polos coincide
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Maestro,INTERRUPTOR TERMOMAGNETICO 2P 63A 10KA 415V,,unidad,1.0,1.0,40.99,40.99,40.99,0.0,exacta,https://www.falabella.com.pe/falabella-pe/search?Ntt=interruptor+termomagnetico+2+polos+63A,no especificada,2026-06-08T16:51:05-05:00,cache,0.65,0.4554,False,Extraido con selectores HTML; amperaje coincide; polos coincide; amperaje coincide; polos coincide
M003,ITM 2P-63A,interruptor termomagnetico 2 polos 63A,interruptores termomagneticos,und,1.0,Mercado Libre,,,,1.0,,,,,0.0,exacta,https://listado.mercadolibre.com.pe/interruptor-termomagnetico-2-polos-63A,no extraido,2026-06-08T16:51:06-05:00,cache,0.05,0.093,False,Mercado Libre mostro verificacion de trafico; se conserva el enlace de busqueda y no se intento omitir el bloqueo.; amperaje no visible; polos no visible; amperaje no visible; polos no visible
M004,Tablero general para 8 circuitos,tablero electrico 8 polos empotrable,tableros electricos,und,1.0,Promart,Cocina Encimera a Gas Indurama EGI905 VDNE Negro con Tablero de Vidrio Templado,Indurama,unidad,1.0,1.0,879.0,879.0,879.0,0.0,exacta,https://www.promart.pe/cocina-encimera-gas-egi-905vdneg-negro-5-quemadores/p,disponible (5),2026-06-08T16:51:07-05:00,cache,0.88,0.2276,False,Extraido de endpoint publico VTEX de Promart; capacidad no visible; capacidad no visible
M004,Tablero general para 8 circuitos,tablero electrico 8 polos empotrable,tableros electricos,und,1.0,Promart,Tablero Empotrable de PVC 12 Polos con Tapa TKL,Tkl,unidad,1.0,1.0,40.9,40.9,40.9,0.0,equivalente_superior,https://www.promart.pe/tablero-empotrable-pvc-de-12-polos-con-tapa/p,disponible (52),2026-06-08T16:51:07-05:00,cache,0.88,0.5071,False,"Extraido de endpoint publico VTEX de Promart; superior inmediato 8 -> 12, revisar; capacidad difiere; superior inmediato permitido por regla; capacidad difiere; superior inmediato permitido por regla"
M004,Tablero general para 8 circuitos,tablero electrico 8 polos empotrable,tableros electricos,und,1.0,Promart,Tablero Adosable Volt 2 Polos con Puerta de Poliestireno y Policarbonato Transparente,Volt,unidad,1.0,1.0,9.9,9.9,9.9,0.0,similar_pendiente_revision,https://www.promart.pe/tablero-2-polos-adosable-c-puerta/p,disponible (299),2026-06-08T16:51:07-05:00,cache,0.88,0.3472,False,Extraido de endpoint publico VTEX de Promart; capacidad difiere; precio fuera de rango referencial; capacidad difiere; precio fuera de rango referencial
M004,Tablero general para 8 circuitos,tablero electrico 8 polos empotrable,tableros electricos,und,1.0,Promart,Interruptor Termomagnético 2x32A 220V-10KA Bticino,Bticino,unidad,1.0,1.0,42.9,42.9,42.9,0.0,similar_pendiente_revision,https://www.promart.pe/interruptor-termomagnetico-2x32-a-220v-10ka-btdin-17198/p,disponible (948),2026-06-08T16:51:07-05:00,cache,0.88,0.3128,False,Extraido de endpoint publico VTEX de Promart; capacidad no visible; categoria dudosa: interruptores termomagneticos; capacidad no visible; categoria dudosa: interruptores termomagneticos
M004,Tablero general para 8 circuitos,tablero electrico 8 polos empotrable,tableros electricos,und,1.0,Promart,Interruptor Termomagnético Schneider Electric Easy 9 Modelo 2x16A,Schneider Electric,unidad,1.0,1.0,37.9,37.9,37.9,0.0,similar_pendiente_revision,https://www.promart.pe/interruptor-termomagnetico-easy-9-mcb-2x16a/p,disponible (77),2026-06-08T16:51:07-05:00,cache,0.88,0.3323,False,Extraido de endpoint publico VTEX de Promart; capacidad no visible; categoria dudosa: interruptores termomagneticos; capacidad no visible; categoria dudosa: interruptores termomagneticos
M004,Tablero general para 8 circuitos,tablero electrico 8 polos empotrable,tableros electricos,und,1.0,Sodimac,Tablero Empotrable Metal 8 Polos,JORMEN,unidad,1.0,1.0,58.9,58.9,58.9,0.0,exacta,https://www.falabella.com.pe/falabella-pe/product/113528716/Tablero-Empotrable-Metal-8-Polos,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:51:09-05:00,cache,0.7,0.4808,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; capacidad coincide; capacidad coincide
M004,Tablero general para 8 circuitos,tablero electrico 8 polos empotrable,tableros electricos,und,1.0,Sodimac,Tablero eléctrico Empotrable 8 Polos,SASSIN,unidad,1.0,1.0,71.9,71.9,71.9,0.0,exacta,https://www.falabella.com.pe/falabella-pe/product/131984566/Tablero-electrico-Empotrable-8-Polos,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:51:09-05:00,cache,0.7,0.4615,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; capacidad coincide; capacidad coincide
M004,Tablero general para 8 circuitos,tablero electrico 8 polos empotrable,tableros electricos,und,1.0,Sodimac,Tablero Empotrable Plástico 8 Polos,VOLT,unidad,1.0,1.0,33.9,33.9,33.9,0.0,exacta,https://www.falabella.com.pe/falabella-pe/product/113523151/Tablero-Empotrable-Plastico-8-Polos,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:51:09-05:00,cache,0.7,0.5417,True,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; capacidad coincide; capacidad coincide
M004,Tablero general para 8 circuitos,tablero electrico 8 polos empotrable,tableros electricos,und,1.0,Sodimac,Tablero eléctrico Empotrable 8 Polos GZ,GZ LIGHTING,unidad,1.0,1.0,45.9,45.9,45.9,0.0,exacta,https://www.falabella.com.pe/falabella-pe/product/137946264/Tablero-electrico-Empotrable-8-Polos-GZ,"{'homeDeliveryShipping': '', 'pickUpFromStoreShipping': '', 'internationalShipping': '', 'primeShipping': '', 'expressShipping': ''}",2026-06-08T16:51:09-05:00,cache,0.7,0.4958,False,Extraido de __NEXT_DATA__ del catalogo unificado Falabella; vendedor: SODIMAC; capacidad coincide; capacidad coincide
